kb_id,category,intent,title,problem,symptoms,resolution_steps,additional_information,escalation_condition,search_text
KB133,Account Security,lost_or_stolen_phone,Lost or stolen phone,A customer has lost their phone or believes their phone has been stolen.,Lost phone; stolen phone; phone is missing; cannot access account because phone was lost.,"1. Secure access to the account as soon as possible.
2. Use another trusted device or available recovery method if possible.
3. Change relevant account credentials if account access may be compromised.
4. Contact support if the customer cannot secure or recover the account.",A lost or stolen phone can create a risk of unauthorised account access.,Escalate if the customer cannot secure the account or suspects unauthorised access after losing the phone.,"Lost or stolen phone
A customer has lost their phone or believes their phone has been stolen.
Lost phone; stolen phone; phone is missing; cannot access account because phone was lost.
1. Secure access to the account as soon as possible.
2. Use another trusted device or available recovery method if possible.
3. Change relevant account credentials if account access may be compromised.
4. Contact support if the customer cannot secure or recover the account.
A lost or stolen phone can create a risk of unauthorised account access.
Escalate if the customer cannot secure the account or suspects unauthorised access after losing the phone."
KB134,Login and Authentication,passcode_forgotten,Forgotten passcode,A customer has forgotten the passcode used to access the account.,Forgot passcode; cannot remember passcode; unable to log in because of forgotten passcode.,"1. Use the available passcode recovery or reset option.
2. Complete any identity or security verification requested.
3. Set a new passcode when the recovery process is completed.
4. Contact support if the recovery process cannot be completed.",Passcode recovery may require additional account verification.,Escalate if the customer cannot recover access through the available passcode recovery process.,"Forgotten passcode
A customer has forgotten the passcode used to access the account.
Forgot passcode; cannot remember passcode; unable to log in because of forgotten passcode.
1. Use the available passcode recovery or reset option.
2. Complete any identity or security verification requested.
3. Set a new passcode when the recovery process is completed.
4. Contact support if the recovery process cannot be completed.
Passcode recovery may require additional account verification.
Escalate if the customer cannot recover access through the available passcode recovery process."
KB135,Cards,pin_blocked,Card PIN is blocked,A customer's card PIN has been blocked.,PIN blocked; PIN failed too many times; card PIN locked; cannot use PIN.,"1. Check the card and PIN status.
2. Follow the available process to unblock or recover the PIN.
3. Avoid repeated incorrect PIN attempts.
4. Contact support if the PIN remains blocked.",Repeated incorrect PIN attempts can result in the PIN being blocked.,Escalate if the PIN cannot be unblocked through the available process or the card remains unusable.,"Card PIN is blocked
A customer's card PIN has been blocked.
PIN blocked; PIN failed too many times; card PIN locked; cannot use PIN.
1. Check the card and PIN status.
2. Follow the available process to unblock or recover the PIN.
3. Avoid repeated incorrect PIN attempts.
4. Contact support if the PIN remains blocked.
Repeated incorrect PIN attempts can result in the PIN being blocked.
Escalate if the PIN cannot be unblocked through the available process or the card remains unusable."
KB136,Account Management,terminate_account,Close an account,A customer wants to permanently close their account.,Delete account; close account; terminate account; stop using account permanently.,"1. Review the account closure requirements.
2. Resolve any outstanding transactions or obligations before closure.
3. Use the available account closure process.
4. Contact support if the account cannot be closed through the normal process.","Account closure may involve outstanding balances, transactions, or other account requirements.","Escalate privacy, legal, unresolved dispute, or account closure requests that cannot be completed through the normal process.","Close an account
A customer wants to permanently close their account.
Delete account; close account; terminate account; stop using account permanently.
1. Review the account closure requirements.
2. Resolve any outstanding transactions or obligations before closure.
3. Use the available account closure process.
4. Contact support if the account cannot be closed through the normal process.
Account closure may involve outstanding balances, transactions, or other account requirements.
Escalate privacy, legal, unresolved dispute, or account closure requests that cannot be completed through the normal process."
KB137,Identity Verification,unable_to_verify_identity,Unable to verify identity,A customer cannot complete the identity verification process.,Identity verification failed; cannot verify identity; verification does not work; unable to complete verification.,"1. Check that the submitted information and documents are correct.
2. Follow the verification instructions carefully.
3. Retry the verification process if permitted.
4. Contact support if verification continues to fail.",Identity verification may require accurate information and acceptable verification documents.,Escalate if identity verification repeatedly fails or cannot be completed through the available process.,"Unable to verify identity
A customer cannot complete the identity verification process.
Identity verification failed; cannot verify identity; verification does not work; unable to complete verification.
1. Check that the submitted information and documents are correct.
2. Follow the verification instructions carefully.
3. Retry the verification process if permitted.
4. Contact support if verification continues to fail.
Identity verification may require accurate information and acceptable verification documents.
Escalate if identity verification repeatedly fails or cannot be completed through the available process."
KB138,Identity Verification,verify_my_identity,How to verify identity,A customer wants to know how to complete identity verification.,How do I verify my identity; identity verification process; verify account identity; what documents are needed for verification.,"1. Open the identity verification process.
2. Provide the requested personal information and verification documents.
3. Follow the verification instructions.
4. Wait for the verification result or complete any additional requested step.",Identity verification requirements depend on the account and applicable verification process.,Escalate if the customer cannot complete the verification process or requires manual verification.,"How to verify identity
A customer wants to know how to complete identity verification.
How do I verify my identity; identity verification process; verify account identity; what documents are needed for verification.
1. Open the identity verification process.
2. Provide the requested personal information and verification documents.
3. Follow the verification instructions.
4. Wait for the verification result or complete any additional requested step.
Identity verification requirements depend on the account and applicable verification process.
Escalate if the customer cannot complete the verification process or requires manual verification."
KB139,Identity Verification,verify_source_of_funds,Verify source of funds,A customer is asked to provide information verifying where their funds came from.,Source of funds verification; verify where money came from; proof of source of funds; source of funds request.,"1. Review the source of funds information requested.
2. Provide accurate supporting information or documents.
3. Submit the requested information through the available verification process.
4. Contact support if the source of funds verification cannot be completed.",Source of funds checks may require supporting information or documents about the origin of funds.,Escalate if the customer cannot complete the source of funds verification or requires manual review.,"Verify source of funds
A customer is asked to provide information verifying where their funds came from.
Source of funds verification; verify where money came from; proof of source of funds; source of funds request.
1. Review the source of funds information requested.
2. Provide accurate supporting information or documents.
3. Submit the requested information through the available verification process.
4. Contact support if the source of funds verification cannot be completed.
Source of funds checks may require supporting information or documents about the origin of funds.
Escalate if the customer cannot complete the source of funds verification or requires manual review."
KB140,Identity Verification,why_verify_identity,Why identity verification is required,A customer wants to understand why identity verification is required.,Why verify identity; why do I need identity verification; reason for identity check; why is verification required.,"1. Explain that identity verification is used to confirm the customer's identity.
2. Explain that verification may be required before certain account functions can be used.
3. Direct the customer to complete the verification process when required.",Identity verification requirements depend on the account and applicable verification rules.,Escalate if the customer has questions about a specific verification decision that cannot be resolved through the standard information.,"Why identity verification is required
A customer wants to understand why identity verification is required.
Why verify identity; why do I need identity verification; reason for identity check; why is verification required.
1. Explain that identity verification is used to confirm the customer's identity.
2. Explain that verification may be required before certain account functions can be used.
3. Direct the customer to complete the verification process when required.
Identity verification requirements depend on the account and applicable verification rules.
Escalate if the customer has questions about a specific verification decision that cannot be resolved through the standard information."
KB141,Currency & Exchange,exchange_rate,Exchange Rate,The customer wants to know the current exchange rate or the rate that will be applied to a currency exchange.,"Asks about exchange rates, conversion rates, or how much one currency is worth in another currency.","1. Explain that exchange rates vary over time.
2. Ask the customer to check the current rate shown in the app before confirming an exchange.
3. Explain that the displayed rate is the applicable rate for the transaction.",The exact rate depends on the currencies and the time of the exchange.,Escalate if the customer disputes the applied exchange rate after providing transaction details.,exchange rate current exchange rate currency conversion rate rate for converting money how much one currency is worth another currency
KB142,Currency & Exchange,exchange_charge,Exchange Fees,The customer wants to know whether a fee or charge applies when exchanging currencies.,"Asks about exchange fees, currency conversion charges, or being charged for exchanging currencies.","1. Explain that applicable exchange charges depend on the transaction and currencies involved.
2. Ask the customer to review the exchange details shown before confirming the transaction.
3. If a charge has already appeared, review the transaction details.",Charges should be checked against the exchange transaction details shown in the app.,Escalate if the customer disputes an exchange charge that cannot be explained from the transaction details.,exchange charge exchange fee currency conversion fee charged for exchanging money currency exchange cost conversion charge
KB143,Currency & Exchange,exchange_via_app,Exchange Currency in the App,The customer wants to know how to exchange one currency for another using the app.,"Asks how to exchange currencies, convert money, or perform a currency exchange in the app.","1. Open the currency or exchange section in the app.
2. Select the currency to exchange from and the currency to receive.
3. Enter the amount.
4. Review the exchange rate and transaction details.
5. Confirm the exchange.",The available currencies and applicable rate are shown during the exchange process.,Escalate if the customer cannot complete an exchange because of an account or technical problem.,exchange currency via app how to exchange currencies convert money in app currency conversion exchange currencies using application
KB144,Currency & Exchange,fiat_currency_support,Supported Fiat Currencies,The customer wants to know which fiat currencies are supported by the service.,Asks whether a particular currency is supported or which currencies are available.,"1. Check whether the requested fiat currency is supported.
2. Review the supported currency list in the app.
3. If the currency is not available, explain that it cannot currently be used through the relevant feature.",Supported fiat currencies can depend on the specific service or transaction.,Escalate if the customer believes a supported currency is incorrectly unavailable in their account.,fiat currency support supported currencies supported fiat currencies available currency is my currency supported which currencies are supported
KB145,Cards,getting_virtual_card,Getting a Virtual Card,The customer wants to know how to obtain a virtual card.,"Asks how to get, create, or access a virtual card.","1. Open the cards section in the app.
2. Select the option to create or access a virtual card.
3. Follow the instructions shown in the app.",Virtual card availability depends on the customer's account and supported features.,Escalate if the virtual card option is unavailable despite the account being eligible.,getting virtual card get virtual card create virtual card obtain virtual card access virtual card how to get a virtual card
KB146,Cards,get_disposable_virtual_card,Getting a Disposable Virtual Card,The customer wants to obtain a disposable virtual card.,"Asks how to get, create, or use a disposable virtual card.","1. Open the cards section in the app.
2. Select the disposable virtual card option if available.
3. Follow the instructions to create or access the disposable card.",Disposable virtual card availability depends on the account and supported features.,Escalate if the disposable virtual card option should be available but cannot be accessed.,get disposable virtual card disposable card create disposable virtual card obtain disposable virtual card access disposable virtual card how to get disposable card
KB147,Cards,disposable_card_limits,Disposable Virtual Card Limits,The customer wants to know about limitations or usage restrictions for disposable virtual cards.,"Asks about disposable card limits, restrictions, number of transactions, or where disposable cards can be used.","1. Explain that disposable virtual cards have usage restrictions.
2. Check the limits and supported transaction types shown for the disposable card.
3. If a transaction is rejected, review whether it falls within the supported usage.",Some merchants or transaction types may not support disposable virtual cards.,Escalate if a customer reports an unexpected restriction or repeated rejection that is not explained by the documented limits.,disposable card limits disposable virtual card limitations restrictions usage limit transaction limit disposable card not supported merchant
KB148,Cards,virtual_card_not_working,Virtual Card Not Working,The customer's virtual card is not working for a transaction.,"Virtual card is declined, does not work, or cannot be used for a payment.","1. Check that the virtual card is active.
2. Confirm that the merchant accepts the card type.
3. Check for transaction restrictions or limits.
4. Retry the transaction if appropriate.
5. If the problem continues, review the transaction details.",Some merchants or transaction types may not support virtual cards.,"Escalate if the virtual card remains unusable after checking activation, merchant support, and applicable restrictions.",virtual card not working virtual card declined virtual card does not work virtual card payment failed cannot use virtual card
KB149,Cards & Payments,apple_pay_or_google_pay,Apple Pay and Google Pay,The customer wants to know whether they can use the service with Apple Pay or Google Pay.,Asks about adding a card to Apple Pay or Google Pay or using these mobile payment services.,"1. Check whether the card and account support the requested mobile payment service.
2. Open the relevant wallet application.
3. Follow the wallet's instructions to add the supported card.
4. Complete any verification requested by the wallet.","Availability can depend on the card, country, device, and supported wallet features.",Escalate if an eligible card cannot be added to the supported mobile wallet after following the setup instructions.,Apple Pay Google Pay mobile wallet add card to Apple Pay add card to Google Pay use card with Apple Pay Google Wallet
KB150,Cards & Cash,atm_support,ATM Support,The customer wants to know about ATM availability and cash withdrawal support.,Asks whether they can withdraw cash from an ATM or which ATMs can be used.,"1. Use a supported ATM that accepts the card.
2. Insert or tap the card as supported by the ATM.
3. Select the cash withdrawal option.
4. Follow the ATM instructions and complete the transaction.","ATM availability, fees, and supported features can vary by location and ATM provider.",Escalate if a supported ATM repeatedly rejects the card or a cash withdrawal issue cannot be resolved.,ATM support cash withdrawal ATM availability which ATM can I use withdraw cash cash machine supported ATM
KB151,Account & Availability,country_support,Supported Countries,The customer wants to know whether the service is available in a particular country.,Asks whether they can use the service from a specific country or which countries are supported.,"1. Check whether the customer's country is supported.
2. Review the current supported-country information for the relevant service.
3. If the country is unsupported, explain that the service is not currently available there.",Availability can vary by product and may change over time.,Escalate if a customer in a supported country cannot access a service that should be available to them.,country support supported countries service available country is my country supported countries where can I use the service availability by country
KB152,Cards & Top Up,supported_cards_and_currencies,Supported Cards and Currencies,The customer wants to know which cards and currencies are supported for a card-related transaction or top-up.,"Asks which cards, card types, or currencies can be used.","1. Check whether the customer's card type is supported.
2. Check whether the selected currency is supported.
3. Use a supported card and currency for the transaction.",Supported cards and currencies can depend on the specific transaction or top-up method.,Escalate if a card or currency that should be supported is rejected unexpectedly.,supported cards currencies supported card types supported currencies which cards can I use which currencies can I use card and currency support
KB153,Account Funding,transfer_into_account,Transfer Money Into the Account,The customer wants to know how to transfer money into their account.,"Asks how to add money by bank transfer, make a transfer into their account, or find the details needed to receive a transfer.","1. Open the account's bank transfer or add-money section.
2. Obtain the account details required for the transfer.
3. Initiate the bank transfer from the sending bank.
4. Use the required reference or transfer information when instructed.
5. Wait for the transfer to be processed.","Transfer processing time depends on the sending bank, transfer type, and supported payment rails.",Escalate if money was sent to the correct account details but has not arrived within the expected processing period.,transfer into account add money by bank transfer transfer money into my account receive bank transfer account transfer how to fund account
